reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
"A2GXUUFIPRIBX9","B0000ALPBP","p47dude","[6, 6]","The earpiece is stamped Verizon and is of different finish than pictured. There was no packing slip enclosed but the USPS envelope in came in showed, ACCSTOP in Oxnard, CA. For $2.47, I guess it doesn't matter but still, not the item pictured.  It also came in a little plastic baggie - it was represented as new.Cannot try it as the 3.5mm adapter hasn't arrived from the other item in the earpiece set purchase.","1.0","Not as pictured","1304553600","05 5, 2011"
"AK5EGL0XX3RTV","B0000ALPBP","Reader Man","[0, 0]","I have purchased 4 different Jabra headsets, because they are the most comfortable and easy to hear with, but they have poor microphone quality. I thought I would try this model, the MX150 Flexible Boom. Again, sound quality was crap. I make a living on the phone, so others being able to hear me is very important.I have ended up getting a Ge Tl26593 Earset Microphone by Jasco which has worked the best so far.","1.0","Poor Microphone Quality","1309910400","07 6, 2011"
"A7PGUZL6E1D1Q","B0000ALPBP","Ryan G","[1, 1]","I've bought about 20 of these things by now, and shared them with many friends & family, who rave about them.  It's comfortable and fits in your ear, and the sound quality (especially the noise cancellation on the mic) is *stellar* - you can be driving down a noisy freeway and the person listening to you will *never* know you're in the car.I tried several Bluetooth headsets and was thoroughly unimpressed: you have to charge them, they add latency, they add extra compression artifacts, and the audio clips in and out on you.This headset has the disadvantage of having a wire, but it's also about 1/20th the price of a Bluetooth headset, and won't give you cancer.  (Ever since I got a large benign osteoma in my skull after, suspiciously, 6 months of very heavy cell phone use, I'm a bit paranoid about cell phone radiation).The jack is the smaller size (2.5 mm), which is unfortunate, as most smartphones these days are 3.5mm (so you can plug in a headset or just headphones).  So, once I got a smartphone, I ended up buying half a dozen adapters, because I love this headset so much.","5.0","I LOVE this headset!","1294531200","01 9, 2011"
"A3H3SG8XIXVKXZ","B0000ALPBP","Science Aardvark","[1, 1]","I got a pair of Plantronics-branded headsets in Verizon OEM packaging (plastic bag), each coming with a universal adapter (micro-USB male to 2.5mm female). The price was substantially the same (per unit). But there is a small issue--there are two sets of pictures on this product that represent two different units. The two on the right, with the plastic bag that is clearly labeled MX150xxxx are identical to what I have. Note the obvious button showing through the plastic (this one mutes, turns off the call or voice-dials on my Blackberry, but it may do other things on other models). However, the other photos show the same headset, but without the control button--not a different button, but nothing at all! This made me wonder what is being sold as MX150. The other issue is color. It's not clear if you get the black or a gray one or even if there is a choice. From the photo, one would assume that this dealer supply the gray ones, but I am not so sure. This is not exactly an item one buys for style points (it's compact, but looks bulky on the face), so it's a minor point, but it would be good to have some clarity.But, as far as the product itself goes, it's perfectly functional for the purpose--cheap branded headset (for me, specifically to complement a BT set, which this one replaces when charge runs out). I've had a number of cheap or free headsets (often even enclosed with a phone) and virtually all of them have awful raspy and tinny sound. That's not what I want in a headset, even for $3. But I needed an emergency headset and this one fit the bill. The sound quality is far superior to no-name headsets--on both ends. It's better than an average Sony/Ericsson handset--I always add a headset to those when using them since Sony deliberately puts crappy speakers into Ericsson phones to make you buy their headsets. When traveling through NY or DE or any other state that requires no-hands on the phone, it is essential to be quickly disconnect and replace a discharged BT headset. I have no qualms about using this one.UPDATE (9 months later): I got another of these sets for a friend but, although it fit, the phone rejected it as not compatible. It was a cheap ATT/Nokia handset to replace a lost phone so I am not surprised about compatibility issues. But that also meant that I got an extra set. About a month ago, one of the sets died when the phone got yanked too hard (probably a loose contact). At less than $2 each, I had no problem tossing it and pulling out the next one (and I still have two more left, having spent a total of $6, including shipping). So, aside from Nokia compatibility, still no complaints.","4.0","non-identical twins","1303862400","04 27, 2011"
"A2VODTPLP8DVOL","B0000ALPBP","tonntonn","[0, 0]","The ony draw back to this product is that it is corded. IF they could make the same product wireless it would be Exceptional. I love it, has great sound, cofortable in my ear and it plays the different ringtones i have for callers so i can know whos callings.","5.0","Great Product.","1354492800","12 3, 2012"
"AENULRBQ2IE5I","B0000ALPBP","Video Services Of Va","[0, 0]","Bought this as a gift. Didnt get much feedback from the giftee. But I';m sure its working fine. Price was good, not much else to comment on.","3.0","Works fine","1388016000","12 26, 2013"
"AAOYA0DKWED4W","B0000ALPBP","WombatComputing","[0, 0]","I have an old style flip phone which uses 2.5mm plugs. This works well by being clipped to my ear and I can use it to chat hands free.","5.0","Hands Free Phone","1402617600","06 13, 2014"
"A1Q2H89993IYK3","B0000CEPC8","Daniel M.","[0, 0]","No problems connecting to my pre-existing phone at work.  Ear loops not the most comfortable so I have ordered the behind the head neckband (Plantronics 64397-01 Neckband for CS50/M3000) (waiting for delivery).  Highly recommended headset regardless!","4.0","Works as described","1335052800","04 22, 2012"
"A1X1CEGHTHMBL1","B0000CEPC8","jjceo","[0, 0]","Like most people I have owned multiple styles of headsets and had varying degrees of success with them.  This Plantronics CS50 is simply the best unit I have ever used.  The unit worked my desktop phone answering system in my office.  I was on the phone every day and for 6 hours or more on a rough day.I got tired of holding a phone to my ear in the office for hours and being 50 feet away from my desk and missing the important call I was waiting for. This device solved both problems.  The headset unit gives you call answer and end control with your fingertips as well as volume and mute control.  It gave me remote ring detection and allowed me to be up to 300 feet away from my desk and catch that important call.  It would operate for up to 8 hours but it has a desktop control stand that charged the headset while I am in a meeting or at lunch.I used the Plantronics HL 10 Handset Lifter and by touching the button on the headset I could answer the phone remotely with ease.  The sound going both ways was excellent and I never had an issue with the unit.  Other designs I had tried were not always clear and people would complain that they could not hear me.  Not with this unit.  The noise cancelling mike and the cushioned ear piece made for excellent communication and comfortable wearing for long hours during the day.The unit has a fast recharge time in about 3 hours for 100 % full charge from empty.  The headset is extremely light and comfortable and the phone transmission is digitally encrypted for security and privacy.  This is the first tool I would buy if I were setting up a new office today.  It is great!","5.0","The best office headset I have ever used!","1325462400","01 2, 2012"
"AR4RJOPZ1LAG","B0000CEPC8","L M.","[0, 0]","Very clear transmission of calls both incoming and outgoing.  Easy integration with current phone system. I would buy again if needed.","5.0","Plantronics CS50 900MHz Wireless Office Headset System is Terrific!","1384560000","11 16, 2013"
"A1LT0RHHDPAHPX","B0000CEPC8","L. Shea Technology - Girlyteck","[1, 1]","I took one start off, because I think that these headsets should be ~100 or less for what we are getting, and this one was the best deal that I could find! The plastic housing on the charger unit could be sturdier f they are going to charge consumers these prices for must haves items like this.That being said, this is my first day using it and I have a 12 hour conference call at work, so I may edit my review later. I am impressed so far. The setup was super easy. I plugged it into my VoIP phone and away I went! There was something in the description about &#34;USB,&#34; but this unit is hooks up to the phones headset port via a regular old telephone jacks input. There is not USB on this model. The company does make a USB model, but this is not it. I called Amazon to confirm that before I ordered it and the rep looked it up for me, he was very helpful.I am using the mute feature now, and I like how it beeps every so often to remind me that I am muted. I can go about my business here without the person on the other end hearing everything that I do, but I can still hear what is being said on the other end.Overall I would say if you are on the phone all day, or work from home like I do, get one!","4.0","Overall very happy!! Works Great, easy to setup.","1353456000","11 21, 2012"
"A2E6P8E66HNRRC","B0000CEPC8","R. Atkinson ~B~","[2, 2]","I purchased FIVE wireless headsets around the same time for my office workers.  One tried to get it to work, and finally gave up.  She kept getting a feedback sound in the headset even when not on a call.  I dont know if it was something in the walls making it have feedback, but we couldnt get the problem to stop so she went back to a wired headset.I have been using the headset she had problems with, and i constantly have that annoying pulsing feedback.One of the five just quit working this week.Problems with 2 out of 5 headsets seems like pretty poor odds to me.I will try a different kind next time...if there is a next time.","2.0","Some work, some dont.","1195603200","11 21, 2007"
"A3QBB71XII2MA4","B0000CEPC8","Wenona Freeman","[0, 0]","Mine died and I needed a new one. Works perfect just like my old one. Good product would recommend to anyone.","5.0","Great Product","1388448000","12 31, 2013"
"A2PRIQ2EA5GYML","B0000CEPC8","William M. Gibson","[1, 2]","I've had this headset for many years (at least 5+, but I can't remember exactly when I got it).  I am giving it 4 stars for:-simple set up-great sound quality-solid talk and standby time-comfortable, with a variety of wearing options-durability (still serves its purpose after 5+ years)I am taking away 1 star for 2 reasons:-Over the course of several years, the charger has gotten finicky.  If I don't place the headset in just right, and jiggle it a little to make sure it has a good connection, it doesn't charge.  Not a tremeendous problem except for those rare occassions when I forget to double check when I put it in the charger, and I end up with a dead headset.-There is a very noticeable buzz in the line if you use the phone handset, which means you MUST use the headset.  I've looked at set up, but there is really only one way to connect the wires, so I don't believe there is way to avoid this.  The simple solution is to just always use the headset, which is fine, but......on those occassions where the headset is dead (see above), you're left with no great option.  When that happens, I end up having to use the speakerphone on my phone until the headset is charged again.  Not a really big deal, but then I get people asking talk me off speaker phone, and I have to explain to them that I can't.Since this model is older, the 2 negatives above may have been fixed in more recent models.  Since this unit is still for sale, and apparently people are still buying it, I though I would just write this quick review.One thing to keep in mind.....know what you are getting with this.  If you have a typical desk phone, then you will need to physically lift the handset to answer calls, and physically lower the handset to end calls.  You can get a remote lifter that does the lifting for you, but I've never had one, so I can't comment on them.  I've heard mixed reviews about the remote lifters, but do your own research.  Regardless, just know that for a typical desk phone (i.e. one that is used in a home office, with the phone line going into the phone),  You can't just tap to talk or tap to end the call.  Somebody or something has to raise and lower the handset.  If you have a soft phone (calls over the inernet), or are in an office environment with a PBX type system, I can't comment.  My experience is stictly in a home office environment.","4.0","Review from a LONG time owner","1364256000","03 26, 2013"
"A1Y3FQMUGHJKWL","B0000DYUZO","Adriana Adarve Jane Eyre Fan","[0, 0]","I bought this for my son and this is what he has to say: &#34;This is a great case and held my phone waterproof on a whole cold weekend trip. My whole pack got wet and this case kept my phone dry. I would recommend this to anyone who needs  tough waterproof case.&#34;","5.0","Great Case","1359763200","02 2, 2013"
"A2VSNUK7YLRKRE","B0000DYUZO","F. Sasso Stupidity Should Hurt","[0, 0]","I got this otterbox to hold my valuables at the pool this summer.  It is the perfect size for what I need and it is completely waterproof and crush proof.  I put some paper inside of it and held it under water and it was dry as a bone.  Then I had my 100 pound son stand on it and then me at nearly 200 pounds and it did not crack.","5.0","Great Safe!","1367452800","05 2, 2013"
"A1AUPEZR1Y79MH","B0000DYUZO","HCF","[0, 0]","very durable, water tight, use this in my backpack to keep medical supplies dry, the clamps hold tight with a solid click when shut","5.0","good product by otterbox","1389139200","01 8, 2014"
"A1ZU55TM45Y2R8","B0000DYUZO","J. Haggard","[2, 3]","This case works great! My wife and I are taking up kayaking and we needed some way to protect our phones. I have a samsung galaxy s2, she has a blackberry bold 9000. We each put our phones in our cases and immediately plunged them into the water to test to make sure they didn't leak. They worked perfectly! My wife even flipped her kayak and that was the true test, we righted it and checked the phone, dry as can be.I recommend these, i do wish there was some padding these came with as the phones do bang around inside a bit. I'll put my own inside, but for the price I think they could have included something.","4.0","Works great! Wish there was a little padding","1339200000","06 9, 2012"
"A36R0XYHEWP2LA","B0000DYUZO","MW","[4, 4]","The product is okay but could be better. The first problem I had was one of the latches came off immediately upon receipt of the item while trying to open it for the first time. One is easy to open but the other sticks so it requires some extra force to open. The latches are apparently designed to be removable so I was able to just slide it back in place but since it is so hard to unlatch I have pulled it totally off on three occasions now. I could just glue it in place but the fact that it is removable makes me wonder if the manufacturer is planning on it breaking eventually. Why else would it be designed so it can be easily removed?The second problem I had came after flying with it. There is no pressure release valve on it and after getting to my hotel I attempted to open this case and could not. I had to use a pocket knife to pry it open which is fine when I am on the ground but not so fine when I am on a plane where I am not allowed to have a knife. Upon returning home after another flight I was able to get the case open without my knife but it was not very easy. Since I bought it to keep some battery backups in for long flights it I don't think it will work for my needs.Edited to Add: So far I have not had any issues opening the box while on a plane. I still have problems after I land as sometimes it need to be pried open but at least while in the air it opens fine. I am still using it but be aware that if you fly with it you may need a tool to pry it open after landing.","3.0","Okay, but not great.","1320451200","11 5, 2011"
"A12XU0XOX20S86","B0000DYUZO","quietconundrum","[1, 1]","I have one of these filled with charging cables (both dock and lightning) for iPhones and iPads, car chargers, wall chargers and everything needed to power our mobile devices while traveling... conveniently placed and easy to grab if we're going anywhere, knowing all the while that we don't have to worry about forgetting anything or cannibalizing our cables from around the house. Keeps everything safe, secure and dry.","5.0","perfect for charge can","1363564800","03 18, 2013"
"A3NOBH42C7UI5M","B0000E3GWH","Amazon Customer kepela","[12, 15]","This phone is amazingly small and light for a camera phone; it even has a flashlight/flash. Problems the phone has that I find to be a real problem: 1. The battery life is the worst of any phone I've ever owned. It MAY last 2 to 3 days in stand by IF I don't use it at all; if I use the phone at all, even just 10 minutes, no more than one day on a full charge. 2. No voice activated dialing. I like to use a speaker type hands free kit in the car so I don't have to look at the phone to answer, talk or dial. I think all phones should have it. 3. It is not very user friendly. The menus are not logical and are confusing. 4. It has an IR but it doesn't sync with your computer. You can't transfer anything. I don't get why they even have it. They have software and cable you can purchase that will let you backup the phone numbers you enter and photos you take, but (5) no syncing with Outlook, your PDA or anything else. 6. If you buy ring tones or wallpaper, you can't back those up.I do love the phone for its size, weight and even the color, I find it easy to hold and talk with. The sound isn't the best, but it isn't bad either. It rings nice and loud and putting it on vibrate is easy. I can't put the phone in a standard cell phone holder for the car because the camera button is on the side and it's a long key, the holder makes the camera come on. I had to get a small holder that only grabs in one small area on each side. I've had to purchased 3 additional batteries and every kind of charger available because the average use of a battery is 15 hours (regular phone use for me is: about 10 minutes a day, use the &quot;t-zones&quot; for a minute or two once a month, in 6 months I've taken a total of 9 photos, and transferred data twice). The battery lasted 3 days ONCE, when I was home sick and didn't use the phone and one 24 hour day I had to replace the battery three times as they completely discharged. I'm use to a battery lasting 5 to 8 days (like this phone says it will last).I also like T-Mobile. Their customer service is really good, the features they offer on their web site are great, the prices for wireless modem and wireless web are incredibility great and the national calling price plans are very good compared to what I?ve seen elsewhere. I was with AT&amp;T since they bought out L.A. Cellular. The customer service was great for years, but got so bad I?d wait on hold for hours and couldn?t get through to a person for days.","3.0","I love the phone but it has some real problems","1077148800","02 19, 2004"
"A4RYG0YTMVHHI","B0000E3GWH","araknid_x araknid_x","[4, 5]","I don't want to rehash all of the stuff that's already been said about this phone. Here's something that nobody told me before I bought it: You cannot use the Infrared port on this phone to transfer data to and from it using a PC. You can use the infrared on the phone as a wireless modem for Internet connectivity (this works for me) but the EasyGPRS software provided to manage phone entries etc. does not work with Infrared. I've checked out all of the online support forums for this phone and I have not heard from anyone who has actually done this. When I called tech support they suggest that I buy their data cable (read: shell out another $70) for that purpose. It is very misleading to show this phone as being IR equipped while its use is crippled.BTW, I gave this phone 4 stars because it is still a sleek looking great phone.","4.0","Infrared for PC connectivity does not work.","1090886400","07 27, 2004"
"A5JLAU2ARJ0BO","B0000E3GWH","Gadgester No Time, No Money","[2, 19]","This phone is ugly and heavy and has a terrible user interface even for techies like myself.  It also drops calls like crazy here in Manhattan.  The Moto V600 is a much better phone, takes better pictures, gives you better clarity and reception, is smaller, and is much, much cheaper.  Get the Moto V600 if you want T-Mobile.  Stay away from this ugly monster.","1.0","Bad reception","1095724800","09 21, 2004"
"A1V3TRGWOMA8LC","B0000E3GWH","James Beswick Thanks for your time","[4, 6]","..and I'm from Europe, where the phones and networks are much better than in the States. I have to say that I think Samsung currently have the best software (and I used to be a huge Nokia fan). Amazingly light, very intuitive, great audio, and just looks great. I recommend this without any reservations whatsoever.","5.0","The best phone I've ever owned","1081728000","04 12, 2004"
"A1ACM1CBGORBN1","B0000E3GWH","Sherry Berry","[15, 15]","I had the Samsung V205 and then I decided to try the E715 out. FYI to people with battery problems, with these kind of batteries, you must let it drain completely and then charge it.. kind of like building up your battery life and doing this a few times, it will improve your battery life immensely. I've been a T-Mobile customer for a while now and I stay with them because: 1) They are now no. 1 in customer service, 2) Great rate plans, 3) It works great where I need it the most!Now the additional features that the V205 didn't have that this little gadget has is:1) Caller ID pics.. although you won't be able to see it on the external display, when you flip it open, you'll see that person's face.2) The camera now has a flash as well as a zoom. And with that, it is able to take pictures in gray (black and white), negative, sepia, and sketch. Also, you can do multi-shot with this as well as put lots of different kind of frames to your pictures.3)You can download games with the E715 whereas you cannot do so with the v205. Furthermore, the games are actually java with E7154) The flash can also serve as a flashlight. Which is quite useful sometimes when you don't know where you're walking and the light is pretty bright.5) Voice memo.. nuf saidOtherwise, it has the usual features. It has an alarm, calculator, calendar, to do list, MMS, SMS, you can download ringtones (which is a big help since some of the ringtones sound pretty crappy), as well as games and pictures. Pretty much all the usual stuff is in this phone.. except you won't find bluetooth on this.Another thing is that the external display is like a blue-green thing against a black background.. which is pretty cool since you won't have to press a button just to see the time... it's always lit up so you can see it well. Also, the pictures that you can take by lookin at the external display will be a bluish-green color but when it's saved, and you look at it, it's in full color so no worries there.Overall, I have enjoyed this phone and no problems with it really. Another great thing is that it doesn't have an annoying external antenna to get in the way so it's a good buy.","4.0","Pretty good phone.. an improvement from my v205","1090627200","07 24, 2004"
"AHGGSY182427","B0000SX3BK","Dave English","[8, 10]","I recently moved to Phoenix, Arizona, and thought it a good time to get a new mobile phone.  A friend recommended Nextel, saying we'd use the direct connect function.  Cool.  So I ordered an i730 from Amazon.  After charging and activating and waiting the required day, I called to get my phone number.  It was a Palo Alto, CA, number!?  That's over 700 miles away!  An 11 hour drive to the next state.  No way close to a local number.  Nextel did not seem to understand or care.  &quot;It's the closest we have.&quot;  &quot;There are no 602 area code phone numbers left.&quot;  I begged for maybe a 480 number or anything that is a local call from here in Phoenix.  Nothing doing.  After a few more days and a few more calls to Nextel that went nowhere, I called Sprint (who have not been customer service stars to me in the past) and within four minutes had a local 602 Phoenix number working on my current Sprint phone.  I canceled the Nextel service.  They are charging me $35 (expected) plus $11.53 in taxes, fees and assessments &quot;we can't change&quot; for a couple of days when all I called was customer service.If you buy the phone, I hope Nextel has a local area code for you, because if they don't you are stuck for $46.53 and an Amazon return.  It was a pretty color screen though . . .","1.0","Nextel is a mess","1092268800","08 12, 2004"
"A1KD8NJPZ01R37","B0000SX3BK","doppelganger","[2, 6]","And it was pretty much worth it (if you sign the plan and get the phone for $250). Otherwise it is a little pricey. The gain was enough to make me feel good about buying it though, and my plan was up anyway so no remorse there. It's difficult to tell from this picture if your i95 is any bigger - but it is less bulky. The features are the same but a little better. And of course GPS is nize.","5.0","swapped an i95cl for the .06 slimmer chassis of the i730","1070668800","12 6, 2003"
"A2MLBUX9REGYUI","B0000SX3BK","Dtho","[4, 5]","I've glanced at a few reviews and looked at the overall review for this phone, and think it's a little underrated.  I've had a couple weeks to try out mine, and the battery life with my usage is 3-4 days, and I use the phone for short calls about 5 times a day.  The phone doesn't squeak when squeezed, and all of the construction is tight (even the flip screen doesn't wiggle much).  I saw a few complaints about the weight of the phone, and even a complaint about the metal battery panel.  It's called quality, sometimes quality weighs a little, and if the phone makes your pants fall down when it's hooked onto your jeans, buy a belt.  The phone employs java applications, so you can download programs to fit your needs from nextel, at a cost.  You can also get them from third party sites, also ringtones, wallpaper, etc.  The phone uses GPS, can locate your approximate position for free, with software it can give you directions from one location to another for free (navigational software), called telenav.  The quality of the speakers and microphones on this phone is great.  The speakers can be loud enough to hear in different rooms of the house, or quiet enough you can barely hear them.  The sound is crisp, even on direct connect.  Also, an answer to the slams against nextel itself, don't listen to it.  The only problem is their tech support does not operate 24/7,  other than that their customer service is as good as any service based organization I've ever worked with.  This phone is full featured, it isn't exactly a PDA phone, but it's software capability and 65k color screen make it perform many of the same functions as a PDA.  Great phone, if nextel services your area, you won't be disappointed.","5.0","Exceptional Quality","1094342400","09 5, 2004"
"A5JLAU2ARJ0BO","B0000SX3BK","Gadgester No Time, No Money","[5, 5]","Other than the high initial cost (I got it before they put in a promotion, duh), i really love this compact and stylish phone.  It's the best Nextel has offered yet, although there's rumor that a camera phone is coming out soon.  If you can wait, wait a bit longer, otherwise for walkie-talkie style cellular, Nextel is the best.  No delays like with Verizon (up to 30 seconds!) or Sprint (10 secs).  Walkie-talkie that actually works where there's coverage.  I'm a happy customer.","5.0","very happy","1074729600","01 22, 2004"
"AGZ8HQO485IL8","B0000SX3BK","J. Decelles","[3, 6]","I don't own this phone. I own the cheaper Motorola (Nextel) i710. I have many friends who own this phone though, although a few of them have since downgraded to the i710.The main reason I chose the i710 over this i730 was signal strength. the i710 consistently gets better signal the the i730 no matter which of my friends phones I compare it too. All my friends are on the same wireless plan from Nextel as I am, so I know its not service, it is definitely the phones.I can have full bars on my phone (5 including the little antennae icon) and my friends phone held right next to mine will have 2 or 3 bars. My phone gets signal in places their phones are Out of Service.Now you might say that maybe my friend just has a dud phone. Well I have 4 friends who have the i730, 5 friends with the i710 and one with the i860, all from Nextel, and the i710's always have better signal compared to the i730's. The i860 gets as good a signal as the i710 (but its significantly more expensive too).I am not sure why two phones based on the same hardware and software have such drastic differences in signal. The only thing I can think of is some hardware added to give the i730 an external screen somehow interferes with the antennae hardware somehow.Other than signal strength compared to the cheaper and basically identical (except for external screen) i710, the i730 is a pretty good phone. Lots of features, solid and durable construction and good battery life. For me signal was more important that a silver case an an external screen but if you like those things the i730 is a decent phone to use.","3.0","Not a bad phone, but the cheaper model gets better signal.","1113523200","04 15, 2005"
"A10RMVX6EE90N6","B0000SX3BK","Morris Hanley Moe3754","[3, 10]","I have to say that this is a great phone and the Nextel service is great also.As for the review from the moron from Denver You need to have used it and the service before you open your mouth and make a fool of your self.People that review something and not have a clue just goes to show that stupid people should not breed.I have had the I90c,I95cl and the i730 and the 730 is great as for a alarm buy a clock if you need a alarm.The screen is a little smaller but the brilliant color makes up for it,the sound is as good as the other phones I have had.As for service I have had every carrier that is in the state of Colorado and Nextel is the best and for any one who is thinking of Verizon for push to talk well it sould be push to wait.If you want the best this phone and service is the best.","5.0","Great Phone","1072051200","12 22, 2003"
"A1XI51PVLGMI8S","B0000WZWSI","Amazon Customer dimamal","[4, 5]","I will not hash over the things that many other wrote in their reviews, but mainly will focus on the problems that I've had with this phone over the course of 1 year that I've had it.1) Battery life is not nearly as good as advertised - lasts about 8 hours - but I admit to be using the phone often and need to swap batteries (have an extra one in the charger) because the wire charger would not charge the phone! (another story altogether) However, my cranky old Samsung (a generation prior to e415) used to last 2 full days on an extended battery with same or greater amt of use.2) Familiar problem - phone's earpiece is too quiet.3) Software's pure crap - the phonebook is not only not intuitive, it would save phone numbers under different people's names! No, not my mistake - checked this several times, and then spoke to a sales rep who said that this does indeed occur with this phone.4) Poor reception - the said Samsung had a much better reception in buildings. And it wasn't Sprint service either - T-mobile and Sprint are equivalently bad.5) Setup - very panful to readjust setup options/ringers.Overall, I don't like this phone at all. Very poor fundamentals - but it looks cool and has a (very useless, but still cool) camera.And, judging by Motorolas of my friends (Nextel models aside), I don't think I want to own another Motorola product. When's the new Treo coming out again...?","3.0","A phone with lots of room for improvement","1103328000","12 18, 2004"
"AYT67DOBF4BR2","B0000WZWSI","Aravind Babu aravind_babu","[10, 10]","A phone which has got lots of very useful features and functions.Pros:Very Good reception. Works great inside buildings.Clear beautiful color screen and camera. One of the best out thereCons:The buttons are kind of small and needs getting used to.Little bulky if you compare it to a Samsung flip phones. But does things better than the Samsung.","4.0","A Very functional phone","1094083200","09 2, 2004"
"A1H4IVXNXWWBLV","B0000WZWSI","Chilehead Photography Captured Moments are t...","[4, 5]","The front screen went out on my S105 and T-Mobile wanted me to buy another phone since my warrenty was up.  From the deal I'm seeing on here, i wish i could have just canceled and got a new account, but thats too much effort.... anywho, my choices boiled down to getting the E105 or this v300.  I chose the v300 b/c of the extra gadgets (mainly the camera and speakerphone) even thought the rep said samsung users have a hard time getting used to the Motorola OS.She was wrong!  Navigation of this phone was a breath of fresh air!  i will say I preferred how the phone book was layed out better in the S105, but everything else is easier to use on this phone and the T-Zones is so much more functional!  I'm going to have to upgrade my plan to allow more internet usage! There also seems to be a much better seleciton of 3rd party applications and games for this phone which makes for better usability IMHO.Reception is the same as far as i can tell between the two (meaning signal strength).  Clarity is a tad better in the S105, but nothing worth chosing that over this.  If there is even the slightest background noise, they sound the same.  The S105 and this are almost identical in size, but the E105 was smaller... not a bid deal to me.Bottom line: If you are a prude about clarity and size, go with E105.  If you want more from a phone than just making calls, get the v300 (or higher).","4.0","Nice change from a Samsung S105","1095206400","09 15, 2004"
"AUD0C37FRGAP5","B0000WZWSI","davepy","[3, 3]","I've been using this phone for a few months now and have had a chance to use most of the features.  Most of them are pretty standard to cell phones these days, but a few things are worth commenting on:-Great speakerphone.  Very loud and clear sounding, both ways.-Decent battery life.  Almost lasts a week with minimal usage; 2 days with heavier use.-Battery meter is very inaccurate below 1/2 charge.  Seems chronic with Motorola phones.-Nice, clear display.  A bit hard to see in the brightest sunlight, but other than that, no problems.-Camera is of average quality at best.  Takes okay pictures for a new wallpaper, but that's about it.-Serious annoyance: One of the side buttons that remain exposed when the phone is closed controls the type of ring/vibrate.  It's very loud if you don't already have the phone on silent/vibrate only.  Basically, to quickly change to phone from a loud ring to silent--say in a theater--you have to make a loud noise.  Very short sighted.  And since the button is exposed even with the phone closed, you end up hitting it by accident quite a bit.Overall, I'm pretty happy with the phone.  I could've chosen a smaller phone with a better camera, but not with a speakerphone, or with speakerphone, but not at this price.  (...)  Can't beat it on value.","4.0","Pretty good phone, great value","1094601600","09 8, 2004"
"A5JLAU2ARJ0BO","B0000WZWSI","Gadgester No Time, No Money","[1, 3]","First a quick confession: I do not like T-Mobile.  I had them before and hated their (lack of) coverage and bad service.That said, the v300 is a very good phone.  I won't rehash the long feature list here.  What I really like (after playing with a friend's) is the loud ringtones, the good reception (despite the lack of GSM coverage in Brooklyn), and the great styling.  This phone is not made by Motorola per se but by their Asian partner, maybe that explains the &quot;girlish&quot; styling, but it's still pretty cool.  Of course, the light weight and good battery life make it a stand-out.My favorite phone is still the Sanyo VM-4500 video camera walkie-talkie speakerphone cell phone for Sprint PCS...","5.0","Amazing phone","1077062400","02 18, 2004"
"ACHTDPEQYSEQL","B0000WZWSI","mhnstr","[6, 7]","This phone was purchased with the T-Mobile plan to replace a Nokia phone with AT&amp;T.  I changed phones and service because my old phone could not get reception inside of buildings.  I chose the V300 due to the external antennae.  I have had the phone for two weeks now and I have been very pleased.  The reception is a bit tinny sometimes, but overall I have not had any problems with dropped calls.I text message quite frequently and the phone offers you two choices for writing your text.  The first is an intuitive text entry method where the phone guesses the words that you are trying to type and displays them on the screen for you to choose.  This method is supposed to save time, but I have not yet gotten the hang of it.  The second method is the tried and true press each button for each letter method.  My only problem with the phone is that the buttons are not the same shape and are spaced apart which makes text messaging a bit trickier at first.  Plus the numbers and letters which are written on the buttons are very light and I often have to shift the angle of the phone in order just to read the buttons.  The light text might also be an issue for someone with vision problems.Overall, I would recommend this phone.  The only reason why I gave it four stars instead of five is because I think that Motorola needs to darken the text on the buttons for those users who like to text message or who have vision problems.","4.0","Great Phone, Light Buttons","1082764800","04 24, 2004"
"AOV2M1INAA3B6","B00013BL18","Dolores Splane","[0, 0]","I recently used two of the plug on a trip.  I used the one for Chile and Argentina and they both worked perfectly.  I would recommend this set.","5.0","Worked Great","1394668800","03 13, 2014"
"A3UCF82XIPJME2","B00013BL18","Jones itimbuktu","[1, 1]","They look cheap but work great. I took these on a trip to China and had no problems at all.","5.0","Inexpensive but work","1386374400","12 7, 2013"
"A2ZDY0V4Q1SZD7","B00013BL18","Joseph R Joe","[1, 1]","UPDATE:The person actually using these adapters (an 80 year old grandma) just reported from Bassano Italy that they worked just find and she charged her phone with no issues. So if a octogenarian can deal with something, that speaks volumes to the product!In her case, she was using an iPhone overseas, so any issues of power converters were moot. All she had to do was plug the US style plug into the adapter. Even so, it did work for her and she did it on her own. So that is a plus!**********************************These little adaptors look like they are well made and the price was right.i will add more when I get back!","5.0","UPDATE: reviews from the field (was:I haven't gotten to Europe yet, but...)","1377302400","08 24, 2013"
"A387F7HBNQIY5J","B00013BL18","M. Afzal","[0, 0]","Bought this for a trip to Europe (Netherlands) and it worked perfectly without any kinks. I am quite pleased with my purchase.","5.0","Worked as intended!","1355788800","12 18, 2012"
